stock_id,date,Advt_12M_Usd,Advt_3M_Usd,Advt_6M_Usd,Asset_Turnover,Bb_Yld,Bv,Capex_Ps_Cf,Capex_Sales,Cash_Div_Cf,Cash_Per_Share,Cf_Sales,Debtequity,Div_Yld,Dps,Ebit_Bv,Ebit_Noa,Ebit_Oa,Ebit_Ta,Ebitda_Margin,Eps,Eps_Basic,Eps_Basic_Gr,Eps_Contin_Oper,Eps_Dil,Ev,Ev_Ebitda,Fa_Ci,Fcf,Fcf_Bv,Fcf_Ce,Fcf_Margin,Fcf_Noa,Fcf_Oa,Fcf_Ta,Fcf_Tbv,Fcf_Toa,Fcf_Yld,Free_Ps_Cf,Int_Rev,Interest_Expense,Mkt_Cap_12M_Usd,Mkt_Cap_3M_Usd,Mkt_Cap_6M_Usd,Mom_11M_Usd,Mom_5M_Usd,Mom_Sharp_11M_Usd,Mom_Sharp_5M_Usd,Nd_Ebitda,Net_Debt,Net_Debt_Cf,Net_Margin,Netdebtyield,Ni,Ni_Avail_Margin,Ni_Oa,Ni_Toa,Noa,Oa,Ocf,Ocf_Bv,Ocf_Ce,Ocf_Margin,Ocf_Noa,Ocf_Oa,Ocf_Ta,Ocf_Tbv,Ocf_Toa,Op_Margin,Op_Prt_Margin,Oper_Ps_Net_Cf,Pb,Pe,Ptx_Mgn,Recurring_Earning_Total_Assets,Return_On_Capital,Rev,Roa,Roc,Roce,Roe,Sales_Ps,Share_Turn_12M,Share_Turn_3M,Share_Turn_6M,Ta,Tev_Less_Mktcap,Tot_Debt_Rev,Total_Capital,Total_Debt,Total_Debt_Capital,Total_Liabilities_Total_Assets,Vol1Y_Usd,Vol3Y_Usd,R1M_Usd,R3M_Usd,R6M_Usd,R12M_Usd
626,8/31/2018,0.01,0.01,0.01,0.83,0.35,0.08,0.45,0.59,0.38,0.26,0.24,0.81,0.94,0.27,0.73,0.61,0.54,0.55,0.22,0.21,0.21,0.3,0.21,0.21,0.06,0.21,0.42,0.2,0.55,0.3,0.23,0.41,0.4,0.4,0.17,0.38,0.87,0.26,0.42,0.22,0.02,0.02,0.02,0.33,0.39,0.3,0.36,0.55,0.32,0.6,0.23,0.88,0.2,0.23,0.47,0.46,0.11,0.12,0.11,0.66,0.3,0.12,0.48,0.35,0.35,0.13,0.38,0.27,0.35,0.11,0.48,0.26,0.24,0.6,0.78,0.31,0.46,0.78,0.91,0.67,0.42,0.02,0.02,0.02,0.1,0.42,0.3,0.08,0.22,0.78,0.71,0.81,0.81,0.068,0.08,0.202,0
682,8/31/2018,0.02,0.02,0.02,0.74,0.35,0.08,0.1,0.07,0.81,0.51,0.23,0.05,0.73,0.58,0.25,0.45,0.5,0.48,0.18,0.44,0.43,0.55,0.44,0.43,0.03,0.56,0.33,0.2,0.5,0.54,0.51,0.7,0.77,0.77,0.57,0.61,0.74,0.51,0.34,0.5,0.03,0.03,0.03,0.78,0.79,0.82,0.72,0.08,0.19,0.5,0.42,0.46,0.17,0.41,0.71,0.57,0.04,0.02,0.07,0.29,0.39,0.3,0.57,0.65,0.62,0.44,0.49,0.31,0.6,0.32,0.3,0.44,0.43,0.83,0.52,0.06,0.69,0.52,0.15,0.37,0.51,0.03,0.03,0.03,0.02,0.27,0.05,0.02,0.06,0.05,0.03,0.46,0.33,-0.037,-0.088,-0.182,0
799,8/31/2018,0.22,0.22,0.24,0.71,0.03,0.08,0.57,0.74,0.06,0.39,0.42,0.94,0.19,0.06,0.82,0.65,0.6,0.63,0.45,0.17,0.17,0.5,0.17,0.17,0.26,0.28,0.93,0.32,0.88,0.37,0.32,0.53,0.48,0.48,0.16,0.43,0.34,0.39,0.46,0.48,0.24,0.27,0.27,0.8,0.8,0.57,0.6,0.57,0.43,0.29,0.17,0.23,0.17,0.17,0.25,0.26,0.21,0.25,0.35,0.97,0.55,0.38,0.74,0.68,0.7,0.1,0.55,0.45,0.5,0.28,0.92,0.95,0.35,0.91,0.84,0.39,0.24,0.84,0.98,0.45,0.4,0.38,0.31,0.39,0.22,0.31,0.45,0.16,0.34,0.9,0.8,0.9,0.96,0.031,-0.034,-0.179,0
1117,8/31/2018,0.04,0.06,0.04,0.89,0.22,0.08,0.19,0.3,0.79,0.22,0.13,0.08,0.85,0.31,0.21,0.5,0.34,0.28,0.1,0.18,0.17,0.79,0.18,0.17,0.03,0.39,0.53,0.16,0.25,0.28,0.19,0.42,0.38,0.37,0.38,0.31,0.28,0.22,0.1,0.06,0.04,0.03,0.03,0.14,0.22,0.13,0.23,0.06,0.16,0.44,0.2,0.39,0.16,0.2,0.46,0.37,0.04,0.04,0.07,0.22,0.33,0.1,0.61,0.44,0.35,0.35,0.32,0.13,0.82,0.07,0.41,0.81,0.22,0.58,0.45,0.16,0.43,0.45,0.33,0.24,0.29,0.18,0.38,0.22,0.03,0.29,0.08,0.03,0.07,0.08,0.2,0.54,0.75,-0.001,0.14,0.073,0
289,8/31/2018,0.03,0.02,0.02,0.43,0.22,0.09,0.69,0.66,0.3,0.95,0.63,0.18,0.82,0.57,0.05,0.03,0.02,0.02,0.02,0.81,0.81,0.49,0.76,0.81,0.01,0.02,0.65,0.31,0.83,0.73,0.82,0.9,0.92,0.94,0.74,0.76,0.98,0.95,0.35,0.13,0.02,0.02,0.02,0.01,0.05,0.04,0.06,0.55,0.19,0.25,0.63,0.02,0.2,0.61,0.79,0.61,0.05,0.04,0.17,0.8,0.7,0.77,0.9,0.93,0.93,0.7,0.76,0.02,0.96,0.9,0.08,0.04,0.56,0.84,0.02,0.05,0.62,0.02,0.58,0.55,0.61,0.32,0.07,0.12,0.03,0.3,0.26,0.04,0.1,0.18,0.17,0.99,0.94,-0.068,0.004,0.053,0
437,8/31/2018,0.23,0.28,0.25,0.82,0.32,0.09,0.64,0.58,0.52,0.56,0.37,0.03,0.28,0.61,0.52,0.83,0.8,0.72,0.35,0.45,0.45,0.21,0.44,0.44,0.1,0.68,0.55,0.21,0.59,0.6,0.44,0.95,0.89,0.77,0.57,0.72,0.19,0.56,0.15,0.05,0.17,0.24,0.21,0.91,0.93,0.93,0.88,0.04,0.11,0.46,0.32,0.48,0.18,0.32,0.84,0.65,0.02,0.02,0.11,0.58,0.66,0.38,0.98,0.95,0.82,0.57,0.78,0.43,0.22,0.55,0.81,0.9,0.49,0.78,0.87,0.12,0.64,0.87,0.61,0.41,0.65,0.63,0.62,0.63,0.03,0.07,0.04,0.03,0.06,0.05,0.11,0.57,0.75,0,0,-0.048,0
524,8/31/2018,0.16,0.16,0.18,0.83,0.64,0.09,0.43,0.82,0.48,0.23,0.52,0.01,0.32,0.3,0.58,0.71,0.75,0.79,0.44,0.3,0.29,0.4,0.3,0.29,0.23,0.95,0.68,0.17,0.31,0.38,0.29,0.45,0.52,0.52,0.41,0.39,0.17,0.23,0.07,0.04,0.27,0.26,0.27,0.47,0.29,0.44,0.29,0.16,0.2,0.53,0.65,0.51,0.26,0.63,0.93,0.73,0.06,0.04,0.14,0.65,0.72,0.48,0.82,0.87,0.92,0.57,0.64,0.6,0.39,0.14,0.92,0.82,0.67,0.92,0.91,0.1,0.96,0.91,0.72,0.79,0.14,0.11,0.14,0.17,0.02,0.26,0.04,0.03,0.04,0.06,0.04,0.61,0.54,-0.072,-0.065,-0.015,0
530,8/31/2018,0.08,0.11,0.09,0.98,0.29,0.09,0.06,0.04,0.99,0.19,0.11,0.04,0.94,0.38,0.69,0.83,0.74,0.72,0.11,0.48,0.48,0.5,0.51,0.48,0.1,0.49,0.18,0.3,0.83,0.77,0.35,0.97,0.88,0.86,0.72,0.67,0.55,0.19,0.07,0.08,0.16,0.19,0.17,0.98,0.99,0.94,0.98,0.06,0.12,0.52,0.42,0.47,0.35,0.41,0.96,0.78,0.03,0.06,0.15,0.72,0.74,0.16,0.97,0.82,0.75,0.62,0.58,0.23,1,0.22,0.78,0.21,0.32,0.36,0.95,0.33,0.95,0.95,0.66,0.92,0.59,0.06,0.09,0.06,0.06,0.16,0.01,0.03,0.02,0.06,0.42,0.9,0.94,-0.1,-0.235,-0.303,0
564,8/31/2018,0.07,0.09,0.08,0.94,0.79,0.09,0.11,0.07,0.5,0.53,0.12,0.31,0.2,0.19,0.28,0.36,0.35,0.36,0.07,0.34,0.34,0.5,0.34,0.34,0.04,0.5,0.17,0.28,0.78,0.66,0.42,0.77,0.82,0.85,0.97,0.75,0.93,0.53,0.41,0.14,0.05,0.03,0.04,0.22,0.15,0.23,0.17,0.54,0.25,0.65,0.36,0.94,0.24,0.35,0.79,0.75,0.08,0.07,0.14,0.65,0.57,0.22,0.69,0.73,0.76,0.96,0.71,0.14,0.5,0.21,0.3,0.08,0.15,0.11,0.52,0.23,0.83,0.52,0.45,0.75,0.46,0.47,0.7,0.56,0.05,0.33,0.18,0.06,0.13,0.31,0.28,0.88,0.91,-0.122,-0.088,-0.141,0
587,8/31/2018,0.57,0.55,0.58,0.46,0.78,0.09,0.71,0.78,0.4,0.7,0.63,0.98,0.46,0.57,0.98,0.56,0.48,0.51,0.51,0.17,0.16,0.11,0.16,0.16,0.47,0.7,0.98,0.57,0.97,0.52,0.65,0.72,0.69,0.71,0.1,0.55,0.59,0.7,0.53,0.59,0.51,0.51,0.5,0.34,0.6,0.36,0.65,0.79,0.6,0.32,0.16,0.35,0.16,0.16,0.16,0.15,0.38,0.38,0.54,0.99,0.56,0.65,0.76,0.73,0.77,0.08,0.58,0.61,0.11,0.67,0.97,0.99,0.59,0.47,0.67,0.4,0.16,0.67,0.98,0.2,0.49,0.79,0.75,0.82,0.37,0.5,0.7,0.36,0.54,0.95,0.94,0.2,0.28,0.008,-0.096,0.1,0
692,8/31/2018,0.05,0.05,0.05,0.53,0.07,0.09,0.1,0.41,0.06,0.21,0.03,0.43,0.14,0.06,0.05,0.03,0.02,0.02,0.02,0.08,0.08,0.47,0.08,0.08,0.03,0.02,0.29,0.14,0.12,0.06,0.1,0.08,0.07,0.07,0.7,0.04,0.09,0.21,0.71,0.22,0.03,0.03,0.03,0.76,0.97,0.51,0.84,0.03,0.25,0.44,0.02,0.41,0.07,0.03,0.03,0.02,0.08,0.07,0.05,0.08,0.04,0.05,0.06,0.05,0.05,0.28,0.04,0.02,0.39,0.05,0.21,0.5,0.03,0.01,0.02,0.08,0.02,0.02,0.03,0.03,0.06,0.43,0.27,0.37,0.06,0.26,0.43,0.06,0.15,0.43,0.4,0.92,0.94,0.009,0.031,-0.005,0
768,8/31/2018,0.05,0.03,0.05,0.8,0.01,0.09,0.79,0.79,0.07,0.07,0.14,0.31,0.22,0.05,0.13,0.11,0.09,0.1,0.12,0.06,0.06,0.08,0.06,0.06,0.05,0.72,0.76,0.1,0.06,0.01,0.06,0.03,0.02,0.02,0.16,0.02,0.04,0.07,0.29,0.12,0.06,0.05,0.05,0.15,0.17,0.16,0.21,0.6,0.25,0.64,0.08,0.9,0.1,0.08,0.06,0.06,0.08,0.07,0.06,0.13,0.12,0.08,0.12,0.19,0.19,0.33,0.17,0.09,0.08,0.09,0.52,0.5,0.11,0.71,0.17,0.16,0.05,0.17,0.33,0.06,0.59,0.13,0.06,0.15,0.05,0.33,0.21,0.04,0.13,0.31,0.39,0.69,0.68,-0.088,-0.159,-0.175,0
811,8/31/2018,0.07,0.06,0.06,0.17,0.1,0.09,0.5,0.5,0.93,0.5,0.97,0.74,0.75,0.92,0.25,0.17,0.22,0.24,0.83,0.45,0.44,0.19,0.45,0.44,0.11,0.91,0.08,0.5,0.99,0.82,1,0.99,0.99,1,0.93,0.99,1,0.5,0.45,0.21,0.12,0.12,0.11,0.12,0.78,0.13,0.72,0.86,0.33,0.33,0.96,0.2,0.19,0.93,0.54,0.42,0.12,0.08,0.11,0.6,0.88,0.98,0.42,0.59,0.64,0.57,0.39,0.69,0.19,0.46,0.72,0.76,0.89,0.12,0.14,0.01,0.56,0.14,0.47,0.5,0.08,0.07,0.05,0.06,0.06,0.3,0.93,0.08,0.2,0.71,0.42,0.57,0.43,-0.013,-0.069,0.003,0
885,8/31/2018,0.02,0.01,0.02,0.11,0.8,0.09,0.5,0.5,0.01,0.5,0.03,0.99,1,1,0.53,0.12,0.15,0.12,0.79,0.01,0.01,0.05,0.01,0.01,0.12,0.76,0.04,0.5,0.98,0.82,0.99,0.99,1,1,0.92,0.99,1,0.5,0.14,0.56,0.01,0.01,0.01,0.01,0.01,0.03,0.16,1,0.54,0.12,0.01,0.01,0.05,0.01,0.03,0.04,0.33,0.22,0.2,0.88,0.94,0.99,0.25,0.41,0.36,0.71,0.28,0.01,0.02,1,0.01,0.5,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.84,0.93,0.25,0.96,0.22,0.57,1,0.31,0.49,0.94,0.83,1,1,0.132,-0.321,-0.367,0
973,8/31/2018,0.1,0.14,0.14,0.79,0.11,0.09,0.34,0.23,0.77,0.43,0.1,0.1,0.44,0.42,0.47,0.7,0.52,0.5,0.18,0.05,0.05,0.03,0.05,0.05,0.05,0.35,0.36,0.21,0.54,0.5,0.33,0.77,0.6,0.58,0.7,0.5,0.4,0.43,0.37,0.5,0.06,0.08,0.08,0.98,0.92,0.96,0.75,0.1,0.16,0.37,0.07,0.26,0.09,0.98,0.04,0.04,0.04,0.07,0.1,0.46,0.45,0.2,0.77,0.53,0.5,0.68,0.45,0.28,0.03,0.28,0.54,0.5,0.09,0.25,0.77,0.18,0.04,0.77,0.16,0.05,0.58,0.48,0.62,0.61,0.06,0.19,0.09,0.03,0.08,0.1,0.4,0.84,0.88,-0.234,-0.168,-0.018,0
66,8/31/2018,0.31,0.36,0.35,0.85,0.68,0.1,0.78,0.68,0.23,0.68,0.33,0.43,0.27,0.28,0.41,0.42,0.36,0.38,0.23,0.55,0.54,0.68,0.55,0.54,0.11,0.38,0.92,0.29,0.74,0.53,0.36,0.7,0.68,0.71,0.63,0.48,0.38,0.68,0.05,0.15,0.12,0.17,0.16,0.98,0.96,0.98,0.95,0.47,0.28,0.34,0.36,0.26,0.26,0.35,0.71,0.51,0.1,0.1,0.24,0.87,0.67,0.38,0.83,0.82,0.87,0.7,0.57,0.18,0.63,0.65,0.67,0.39,0.24,0.56,0.53,0.28,0.72,0.53,0.85,0.75,0.73,0.93,0.91,0.93,0.08,0.15,0.22,0.07,0.16,0.43,0.5,0.67,0.56,-0.023,-0.264,-0.341,0
155,8/31/2018,0.16,0.19,0.16,0.44,0.15,0.1,0.13,0.68,0.04,0.26,0.25,0.76,0.04,0.17,0.07,0.05,0.04,0.04,0.26,0.1,0.09,0.16,0.1,0.09,0.09,0.86,0.34,0.19,0.38,0.28,0.39,0.35,0.45,0.42,0.15,0.51,0.26,0.26,0.74,0.29,0.09,0.11,0.09,0.61,0.68,0.5,0.6,0.82,0.31,0.33,0.03,0.21,0.08,0.03,0.03,0.02,0.12,0.09,0.09,0.34,0.16,0.3,0.26,0.35,0.31,0.13,0.52,0.05,0.11,0.06,0.59,0.5,0.03,0.04,0.05,0.09,0.03,0.05,0.18,0.03,0.03,0.65,0.76,0.58,0.08,0.23,0.67,0.1,0.24,0.73,0.52,0.78,0.89,0.009,-0.261,0.471,0
204,8/31/2018,0.43,0.4,0.43,0.95,0.5,0.1,0.43,0.16,0.6,0.56,0.25,0.9,0.37,0.75,0.98,0.73,0.74,0.79,0.23,0.81,0.81,0.71,0.8,0.8,0.53,0.9,0.6,0.44,0.95,0.69,0.34,0.75,0.73,0.78,0.99,0.56,0.25,0.56,0.21,0.28,0.55,0.58,0.57,0.93,0.69,0.98,0.69,0.58,0.43,0.66,0.48,0.63,0.55,0.47,0.9,0.73,0.21,0.22,0.33,0.95,0.66,0.19,0.73,0.68,0.73,0.98,0.49,0.4,0.68,0.51,0.99,0.72,0.47,0.11,0.96,0.54,0.94,0.96,0.97,0.99,0.83,0.3,0.18,0.26,0.19,0.31,0.27,0.16,0.32,0.87,0.78,0.32,0.18,0.024,0,-0.008,0
206,8/31/2018,0.23,0.25,0.22,0.91,0.99,0.1,0.24,0.19,0.5,0.42,0.16,0.82,0.13,0.23,0.74,0.59,0.6,0.65,0.16,0.27,0.27,0.67,0.27,0.27,0.18,0.44,0.75,0.3,0.79,0.52,0.29,0.57,0.61,0.64,0.02,0.51,0.66,0.42,0.34,0.38,0.16,0.15,0.16,0.16,0.22,0.19,0.26,0.66,0.38,0.57,0.27,0.61,0.28,0.26,0.62,0.55,0.17,0.14,0.19,0.79,0.5,0.16,0.56,0.56,0.61,0.02,0.48,0.25,0.66,0.16,0.78,0.53,0.28,0.07,0.76,0.41,0.64,0.76,0.83,0.78,0.5,0.65,0.76,0.64,0.12,0.44,0.29,0.13,0.27,0.79,0.68,0.86,0.82,-0.114,-0.336,-0.551,0
270,8/31/2018,0.39,0.43,0.38,0.85,0.57,0.1,0.19,0.41,0.5,0.49,0.65,0.24,0.03,0.14,0.79,0.78,0.82,0.84,0.6,0.45,0.44,0.75,0.45,0.45,0.34,0.87,0.59,0.34,0.84,0.77,0.64,0.83,0.88,0.94,0.76,0.71,0.21,0.49,0.29,0.07,0.41,0.46,0.43,0.09,0.02,0.16,0.08,0.25,0.25,0.56,0.78,0.56,0.4,0.76,0.97,0.83,0.1,0.07,0.19,0.8,0.77,0.52,0.81,0.87,0.94,0.73,0.7,0.79,0.69,0.19,0.96,0.72,0.81,0.9,0.99,0.16,1,0.99,0.93,0.97,0.2,0.53,0.5,0.43,0.05,0.08,0.21,0.06,0.12,0.24,0.19,0.98,0.92,-0.093,-0.249,-0.1,0
287,8/31/2018,0.03,0.03,0.03,0.71,0.15,0.1,0.42,0.29,0.82,0.61,0.12,0.14,0.95,0.54,0.07,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.01,1,0.41,0.2,0.43,0.48,0.45,0.59,0.67,0.65,0.52,0.52,0.95,0.61,0.34,0.07,0.02,0.02,0.01,0.02,0.09,0.01,0.07,0.01,0.2,0.62,0.05,0.98,0.09,0.05,0.03,0.04,0.07,0.04,0.09,0.29,0.39,0.3,0.55,0.6,0.57,0.44,0.45,0.05,0.04,0.45,0.02,0.5,0.04,0.96,0.04,0.08,0.03,0.04,0.07,0.06,0.63,0.32,0.56,0.44,0.03,0.3,0.18,0.04,0.09,0.14,0.09,0.74,0.53,0.012,-0.215,-0.489,0
330,8/31/2018,0.34,0.48,0.37,0.91,0.12,0.1,0.48,0.28,0.2,0.52,0.69,0.91,0.42,0.24,0.06,0.05,0.05,0.05,0.04,0.13,0.13,0.89,0.13,0.13,0.1,0.76,0.79,0.36,0.88,0.51,0.27,0.63,0.6,0.61,0.77,0.44,0.89,0.52,0.1,0.47,0.07,0.09,0.07,0.61,1,0.4,0.93,0.97,0.41,0.25,0.13,0.08,0.13,0.13,0.13,0.11,0.2,0.21,0.29,0.92,0.53,0.17,0.66,0.61,0.64,0.78,0.4,0.06,0.9,0.34,0.34,0.5,0.07,0.82,0.05,0.52,0.13,0.05,0.99,0.11,0.73,0.99,1,0.99,0.19,0.36,0.3,0.17,0.33,0.87,0.78,0.94,0.95,-0.024,-0.004,0.263,0
369,8/31/2018,0.04,0.05,0.04,0.74,0.24,0.1,0.09,0.09,0.86,0.39,0.41,0.12,0.89,0.53,0.41,0.66,0.73,0.7,0.38,0.37,0.36,0.58,0.37,0.37,0.04,0.26,0.38,0.25,0.65,0.66,0.61,0.84,0.89,0.87,0.72,0.83,0.79,0.39,0.51,0.07,0.05,0.05,0.05,0.63,0.74,0.63,0.69,0.09,0.16,0.51,0.55,0.53,0.21,0.54,0.88,0.83,0.05,0.03,0.11,0.46,0.56,0.43,0.77,0.85,0.8,0.63,0.81,0.51,0.68,0.23,0.37,0.22,0.59,0.77,0.73,0.08,0.82,0.73,0.4,0.57,0.3,0.08,0.16,0.09,0.03,0.24,0.14,0.04,0.09,0.12,0.04,0.48,0.48,-0.055,-0.087,0.016,0
775,8/31/2018,0.02,0.03,0.03,0.37,0.04,0.1,0.22,0.83,0.41,0.2,0.1,0.89,0.01,0.15,0.05,0.03,0.03,0.03,0.34,0.08,0.08,0.74,0.08,0.08,0.5,0.15,0.93,0.11,0.08,0.06,0.06,0.08,0.05,0.06,0.25,0.06,0.01,0.2,0.12,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.4,0.43,0.02,0.17,0.06,0.02,0.03,0.04,0.19,0.13,0.07,0.17,0.07,0.16,0.09,0.19,0.18,0.32,0.16,0.02,0.81,0.05,0.5,0.5,0.03,0.04,0.03,0.11,0.03,0.03,0.07,0.03,0.04,0.58,0.85,0.75,0.12,0.5,0.78,0.17,0.33,0.85,0.68,1,1,-0.244,-0.668,-0.939,0
1019,8/31/2018,0.11,0.11,0.12,0.78,0.56,0.1,0.81,0.73,0.5,0.06,0.2,0.39,0.23,0.21,0.14,0.15,0.1,0.11,0.12,0.09,0.08,0.06,0.08,0.08,0.08,0.81,0.61,0.1,0.07,0.01,0.07,0.04,0.03,0.03,0.21,0.03,0.05,0.06,0.28,0.12,0.08,0.05,0.06,0.03,0.03,0.05,0.1,0.6,0.26,0.65,0.11,0.88,0.12,0.11,0.09,0.09,0.1,0.09,0.06,0.1,0.09,0.07,0.08,0.14,0.14,0.3,0.14,0.1,0.06,0.09,0.59,0.5,0.15,0.73,0.18,0.19,0.09,0.18,0.42,0.09,0.73,0.49,0.68,0.64,0.08,0.37,0.27,0.07,0.15,0.39,0.4,0.96,0.84,-0.117,-0.226,-0.251,0
1048,8/31/2018,0.24,0.16,0.19,0.52,0.66,0.1,0.07,0.45,0.11,0.28,0.61,0.03,0.11,0.5,0.2,0.62,0.69,0.46,0.47,0.18,0.18,0.19,0.18,0.18,0.09,0.94,0.23,0.18,0.34,0.44,0.57,0.75,0.83,0.63,0.43,0.65,0.24,0.28,0.34,0.03,0.15,0.13,0.14,0.08,0.27,0.14,0.28,0.03,0.12,0.53,0.57,0.53,0.17,0.56,0.84,0.67,0.03,0.02,0.07,0.19,0.32,0.46,0.72,0.81,0.54,0.34,0.63,0.53,0.16,0.06,0.73,0.91,0.63,0.05,0.49,0.03,0.67,0.49,0.29,0.31,0.03,0.77,0.47,0.58,0.02,0.25,0.05,0.04,0.02,0.02,0.01,0.93,0.89,-0.036,-0.208,-0.338,0
162,8/31/2018,0.15,0.09,0.1,0.95,0.15,0.11,0.37,0.44,0.61,0.21,0.12,0.52,0.99,0.31,0.27,0.36,0.25,0.21,0.08,0.16,0.16,0.16,0.16,0.16,0.03,0.19,0.69,0.17,0.25,0.2,0.17,0.27,0.3,0.27,0.86,0.91,0.78,0.21,0.81,0.23,0.02,0.02,0.02,0.02,0.03,0.05,0.11,0.26,0.24,0.42,0.16,0.28,0.16,0.16,0.33,1,0.1,0.1,0.15,0.62,0.46,0.11,0.69,0.6,0.55,0.84,0.95,0.09,0.15,0.1,0.06,0.53,0.15,0.96,0.31,0.41,0.31,0.31,0.72,0.21,0.45,0.94,0.92,0.93,0.09,0.35,0.18,0.09,0.18,0.51,0.55,0.98,0.97,-0.227,-0.258,-0.348,0
351,8/31/2018,0.06,0.05,0.05,0.9,0.03,0.11,0.55,0.48,0.49,0.37,0.22,0.15,0.8,0.45,0.31,0.52,0.53,0.5,0.16,0.31,0.31,0.26,0.31,0.31,0.03,0.22,0.73,0.21,0.44,0.47,0.29,0.62,0.66,0.63,0.85,0.9,0.76,0.37,0.8,0.1,0.04,0.04,0.03,0.14,0.38,0.14,0.38,0.15,0.19,0.41,0.24,0.33,0.19,0.24,0.6,0.95,0.08,0.06,0.13,0.5,0.55,0.22,0.73,0.76,0.74,0.84,0.99,0.19,0.29,0.35,0.21,0.45,0.29,0.86,0.56,0.22,0.55,0.56,0.49,0.32,0.62,0.29,0.27,0.3,0.05,0.28,0.12,0.06,0.1,0.15,0.12,0.54,0.55,0.005,-0.015,0.171,0
416,8/31/2018,0.42,0.3,0.33,0.84,0.93,0.11,0.49,0.36,0.08,0.52,0.27,0.93,0.18,0.15,0.98,0.72,0.62,0.66,0.22,0.68,0.68,0.21,0.68,0.67,0.29,0.24,0.86,0.44,0.94,0.49,0.29,0.68,0.52,0.54,0.07,0.43,0.76,0.52,0.29,0.66,0.29,0.26,0.27,0.22,0.05,0.23,0.04,0.56,0.47,0.1,0.52,0.04,0.65,0.52,0.86,0.7,0.28,0.35,0.4,0.96,0.52,0.19,0.74,0.53,0.56,0.06,0.4,0.33,0.18,0.32,0.86,0.03,0.57,0.24,0.93,0.61,0.89,0.93,1,1,0.66,0.87,0.66,0.75,0.33,0.49,0.29,0.23,0.39,0.89,0.86,0.85,0.87,-0.107,-0.239,0.011,0
467,8/31/2018,0.02,0.02,0.02,0.07,0.17,0.11,0.16,0.41,0.31,0.3,0.76,0.2,0.41,0.3,0.83,0.93,0.99,0.98,0.96,0.27,0.27,0.53,0.27,0.27,0.04,0.16,0.53,0.17,0.24,0.23,0.49,0.28,0.16,0.17,0.39,0.14,0.3,0.3,0.65,0.1,0.04,0.04,0.04,0.65,0.42,0.6,0.43,0.33,0.22,0.4,0.6,0.28,0.16,0.59,0.16,0.14,0.09,0.39,0.06,0.11,0.09,0.36,0.12,0.06,0.06,0.31,0.05,0.64,0.53,0.11,0.22,0.71,0.7,0.34,0.3,0.03,0.16,0.3,0.25,0.24,0.15,0.02,0.03,0.02,0.36,0.3,0.53,0.06,0.12,0.2,0.92,0.58,0.53,-0.041,0.11,0.022,0
489,8/31/2018,0.12,0.1,0.12,0.76,0.33,0.11,0.22,0.48,0.69,0.3,0.51,0.03,0.41,0.42,0.49,0.67,0.73,0.75,0.46,0.34,0.33,0.9,0.34,0.34,0.15,0.85,0.58,0.22,0.52,0.6,0.53,0.72,0.8,0.8,0.57,0.63,0.25,0.3,0.33,0.04,0.19,0.19,0.19,0.86,0.74,0.77,0.68,0.14,0.18,0.5,0.63,0.46,0.24,0.62,0.9,0.74,0.07,0.04,0.11,0.43,0.58,0.42,0.69,0.79,0.8,0.52,0.62,0.61,0.82,0.15,0.79,0.76,0.67,0.92,0.85,0.09,0.91,0.85,0.54,0.64,0.21,0.11,0.08,0.11,0.03,0.17,0.03,0.04,0.06,0.06,0.02,0.8,0.83,-0.061,-0.169,-0.149,0
666,8/31/2018,0.18,0.17,0.17,0.72,0.15,0.11,0.45,0.25,0.71,0.2,0.22,0.32,0.46,0.67,0.37,0.53,0.53,0.47,0.24,0.5,0.49,0.41,0.5,0.5,0.1,0.76,0.48,0.17,0.25,0.23,0.22,0.29,0.36,0.34,0.42,0.32,0.19,0.2,0.4,0.14,0.13,0.13,0.13,0.38,0.38,0.38,0.38,0.22,0.21,0.45,0.31,0.44,0.19,0.31,0.57,0.5,0.08,0.06,0.07,0.16,0.13,0.11,0.22,0.26,0.24,0.38,0.26,0.32,0.41,0.24,0.67,0.83,0.37,0.95,0.56,0.14,0.53,0.56,0.31,0.37,0.73,0.59,0.57,0.53,0.06,0.27,0.29,0.07,0.14,0.33,0.27,0.35,0.48,0.062,0.075,-0.002,0
759,8/31/2018,0.03,0.02,0.03,0.35,0.06,0.11,0.07,0.49,0.07,0.29,0.97,1,0.23,0.19,0.77,0.41,0.46,0.49,0.62,0.17,0.17,0.5,0.17,0.16,0.25,0.58,1,0.36,0.86,0.39,0.67,0.45,0.54,0.55,0.24,0.67,0.86,0.29,0.95,0.56,0.08,0.09,0.08,0.16,0.1,0.15,0.06,0.89,0.53,0.26,0.48,0.1,0.25,0.38,0.41,0.53,0.33,0.26,0.23,0.85,0.25,0.56,0.31,0.4,0.4,0.24,0.64,0.76,0.5,0.07,0.99,0.44,0.65,0.03,0.55,0.17,0.42,0.55,0.5,0.79,0.03,0.03,0.02,0.02,0.23,0.6,0.84,0.28,0.46,0.92,0.79,0.55,0.66,-0.026,-0.148,-0.064,0
